cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,num_technical_skills,num_soft_skills,num_projects,num_certifications,experience_years,num_programming_languages,department,gender,college_tier,placed
8.46,95.2,47.7,3,1,4,2,2,2,2.7,4,Electronics,Male,Tier-3,0
8.58,84.2,73.3,0,0,1,10,0,3,0.6,2,Computer Science,Female,Tier-2,1
8.05,43.8,50.3,0,1,10,5,2,1,0.2,5,Chemical,Male,Tier-3,0
8.45,59.9,61.2,0,2,10,9,3,6,1.5,2,Electronics,Male,Tier-3,1
8.06,86.7,67.5,0,2,14,0,5,3,0.7,8,Computer Science,Female,Tier-3,1
8.79,71.1,92.4,0,1,7,10,5,2,1.1,1,Mechanical,Male,Tier-1,0
6.27,45.6,90.0,0,1,12,10,4,0,1.2,4,Information Technology,Female,Tier-3,0
8.73,90.7,75.9,0,0,1,9,3,3,0.2,4,Civil,Female,Tier-2,0
8.78,86.7,75.8,0,1,5,1,5,3,3.5,6,Electronics,Male,Tier-1,1
8.41,68.0,88.5,0,0,8,3,4,6,0.1,3,Computer Science,Male,Tier-3,1
9.3,92.9,89.7,0,2,4,5,0,2,0.9,6,Mechanical,Male,Tier-1,1
9.13,68.5,67.5,0,0,5,2,1,2,0.2,8,Information Technology,Female,Tier-3,0
8.64,70.5,83.7,0,1,11,8,8,6,2.1,1,Information Technology,Male,Tier-3,1
8.25,72.2,62.6,0,2,10,9,3,1,0.2,5,Civil,Female,Tier-1,1
8.05,55.3,69.9,1,2,12,3,5,1,0.6,3,Computer Science,Female,Tier-3,1
8.42,83.0,82.7,0,1,3,6,4,2,0.1,6,Chemical,Female,Tier-1,1
7.86,84.2,66.4,0,1,5,10,1,3,0.6,4,Mechanical,Male,Tier-2,0
7.63,72.5,70.4,0,1,12,4,0,6,0.0,5,Computer Science,Male,Tier-1,1
8.96,86.5,53.4,0,0,3,5,0,4,0.6,2,Computer Science,Male,Tier-3,1
9.74,58.9,80.9,0,0,4,8,0,1,1.2,1,Electronics,Male,Tier-1,1
7.57,86.2,63.5,1,0,11,8,5,2,0.2,8,Information Technology,Female,Tier-3,0
9.3,81.9,64.3,0,0,3,5,6,4,0.8,2,Computer Science,Male,Tier-3,1
8.62,69.7,92.6,0,3,5,1,6,4,0.6,4,Electronics,Male,Tier-3,0
9.92,83.0,66.1,5,0,2,8,8,6,0.4,3,Information Technology,Male,Tier-1,1
7.91,67.4,84.8,4,1,9,10,2,4,1.1,8,Information Technology,Female,Tier-3,0
8.69,91.3,89.3,0,0,3,1,8,4,5.0,8,Computer Science,Female,Tier-3,1
8.01,84.3,86.9,0,3,10,1,0,0,2.8,2,Computer Science,Male,Tier-3,1
9.8,82.4,71.8,0,0,14,1,1,1,3.5,4,Computer Science,Male,Tier-2,1
8.27,72.5,69.4,2,1,1,6,6,4,0.0,8,Electrical,Male,Tier-2,0
9.66,87.3,63.1,0,1,5,10,1,4,0.3,2,Electronics,Female,Tier-2,0
7.35,92.4,52.1,5,2,4,3,3,6,2.6,1,Electronics,Male,Tier-2,0
8.75,97.3,85.0,0,0,2,7,1,2,0.0,2,Mechanical,Female,Tier-2,0
8.78,71.5,83.8,0,2,15,7,1,5,0.5,1,Information Technology,Male,Tier-3,1
9.32,87.8,81.2,0,1,12,0,0,2,1.1,1,Civil,Female,Tier-2,0
9.73,94.7,38.1,0,0,12,0,8,5,4.1,6,Computer Science,Female,Tier-3,1
8.95,75.1,72.7,2,0,8,3,2,0,0.3,5,Civil,Male,Tier-3,0
7.31,94.9,83.2,0,1,9,1,0,4,1.4,3,Computer Science,Male,Tier-3,0
8.1,79.9,91.7,0,0,6,2,5,0,1.1,2,Computer Science,Male,Tier-2,1
7.48,65.8,78.9,0,2,8,9,7,6,1.0,7,Electrical,Female,Tier-1,1
9.83,69.5,77.5,0,0,2,1,6,5,1.4,6,Computer Science,Male,Tier-3,1
9.43,60.7,66.2,0,1,11,9,6,6,0.3,4,Computer Science,Female,Tier-2,1
8.36,77.5,79.9,1,1,6,8,1,2,0.4,5,Computer Science,Male,Tier-2,1
8.91,76.1,71.9,0,1,1,5,3,5,0.8,7,Electronics,Female,Tier-2,1
9.12,80.3,65.5,0,0,10,6,5,1,0.6,3,Information Technology,Male,Tier-1,1
9.25,94.3,60.0,0,2,3,5,1,3,1.3,8,Mechanical,Female,Tier-3,0
9.39,77.8,62.7,0,1,15,0,4,3,1.6,5,Computer Science,Female,Tier-1,1
9.53,74.8,79.2,0,1,7,4,4,5,0.8,2,Information Technology,Male,Tier-2,1
7.66,75.6,57.0,5,1,12,2,2,0,0.5,6,Information Technology,Male,Tier-2,0
8.55,55.8,71.2,0,1,13,9,1,2,2.4,2,Electronics,Female,Tier-2,1
9.18,86.2,92.0,0,3,13,7,6,6,1.4,2,Information Technology,Female,Tier-3,1
9.55,76.2,56.4,0,2,1,6,7,3,1.1,3,Chemical,Female,Tier-3,0
9.48,79.0,80.8,0,0,6,8,3,4,0.1,5,Information Technology,Female,Tier-2,1
8.05,75.6,82.1,0,0,7,0,3,1,0.8,8,Mechanical,Female,Tier-2,0
8.04,79.5,71.2,0,4,3,1,8,2,0.1,4,Information Technology,Female,Tier-2,1
8.53,62.3,83.1,0,0,11,1,3,0,1.1,8,Electronics,Female,Tier-3,0
9.14,78.0,72.6,0,3,8,0,2,6,0.4,5,Computer Science,Male,Tier-2,1
9.66,70.8,85.3,0,1,8,7,0,2,1.3,3,Computer Science,Male,Tier-1,1
7.82,78.4,61.1,0,0,5,3,2,6,1.5,1,Chemical,Male,Tier-2,0
6.93,65.8,99.0,0,0,11,6,4,1,0.4,1,Electronics,Female,Tier-1,0
7.76,83.7,93.7,0,1,2,9,1,5,3.7,1,Electronics,Male,Tier-2,0
6.96,78.3,46.0,0,2,2,0,4,2,0.7,4,Mechanical,Male,Tier-1,1
9.24,62.5,90.2,0,0,5,7,8,5,0.2,3,Computer Science,Male,Tier-1,1
9.23,89.4,67.5,0,0,4,10,5,0,1.5,3,Civil,Female,Tier-3,0
9.54,71.8,93.6,0,2,12,7,2,4,1.4,1,Computer Science,Female,Tier-1,1
7.77,73.7,88.1,0,0,4,10,4,2,0.5,3,Electronics,Male,Tier-3,0
9.54,87.6,60.9,0,1,5,9,0,0,1.1,3,Computer Science,Female,Tier-3,1
7.77,90.9,82.5,1,1,1,2,7,5,0.0,7,Electronics,Male,Tier-2,1
9.41,72.4,65.9,0,0,15,8,8,5,0.3,2,Electronics,Female,Tier-2,0
9.95,79.3,82.0,0,0,7,4,4,4,2.1,4,Information Technology,Male,Tier-2,1
7.65,86.2,75.6,0,0,3,4,8,3,0.3,3,Information Technology,Male,Tier-1,1
7.93,93.2,65.5,0,0,10,4,7,2,2.4,8,Computer Science,Male,Tier-3,1
8.31,79.1,57.6,0,1,14,0,7,4,0.9,6,Computer Science,Male,Tier-3,1
8.19,83.7,78.0,0,1,15,9,1,5,2.3,1,Electronics,Female,Tier-3,0
7.76,67.0,81.0,0,1,10,1,4,3,0.1,5,Mechanical,Female,Tier-1,1
8.44,59.9,72.9,0,1,14,0,7,6,0.6,5,Electronics,Male,Tier-3,0
8.62,84.7,64.9,0,0,8,1,2,5,0.4,4,Computer Science,Female,Tier-3,1
9.39,68.3,68.7,0,0,9,8,0,6,2.2,3,Chemical,Male,Tier-3,0
9.5,66.9,60.7,4,0,8,8,3,2,0.4,2,Mechanical,Female,Tier-1,0
9.63,85.7,84.6,0,1,11,4,3,2,0.9,3,Computer Science,Female,Tier-3,1
9.06,76.2,46.9,0,2,12,3,3,1,1.8,8,Mechanical,Male,Tier-3,0
7.46,80.7,87.4,0,0,14,1,3,2,0.3,1,Computer Science,Male,Tier-3,1
9.85,62.6,74.0,1,1,2,5,8,2,0.0,6,Civil,Male,Tier-1,1
8.96,67.1,81.8,0,1,15,8,0,4,0.7,3,Electronics,Male,Tier-1,1
8.58,97.6,83.1,0,1,7,7,8,0,1.2,7,Information Technology,Female,Tier-3,1
9.38,70.1,76.5,0,3,12,9,6,1,1.3,5,Computer Science,Male,Tier-1,1
8.82,75.6,69.9,0,0,4,3,4,2,0.5,7,Mechanical,Male,Tier-2,0
9.06,80.8,89.4,1,0,13,5,1,4,0.1,7,Civil,Male,Tier-3,0
9.04,65.2,52.7,0,0,5,10,3,5,0.5,5,Information Technology,Female,Tier-2,0
7.24,94.2,91.9,1,0,11,8,3,6,0.1,4,Computer Science,Male,Tier-2,0
7.53,78.1,60.4,1,1,10,9,3,5,0.1,8,Civil,Male,Tier-3,0
9.36,75.2,70.8,2,2,5,9,1,6,0.4,6,Mechanical,Female,Tier-3,0
7.35,90.8,93.6,0,1,11,10,7,4,1.5,7,Civil,Female,Tier-2,1
9.08,88.9,99.0,1,0,9,3,3,6,1.5,8,Electronics,Male,Tier-1,1
8.26,99.0,77.4,0,0,12,8,8,0,0.9,1,Electronics,Female,Tier-3,0
8.2,72.8,57.4,0,2,2,7,1,3,1.8,4,Computer Science,Male,Tier-3,1
8.67,99.0,86.1,0,1,2,2,6,2,0.7,3,Computer Science,Male,Tier-1,1
9.73,85.8,74.5,0,2,3,8,4,6,0.3,6,Electronics,Male,Tier-3,1
7.31,98.3,61.2,0,1,5,4,4,3,0.8,2,Electrical,Male,Tier-2,0
7.97,89.8,77.8,0,4,12,0,6,0,2.6,4,Computer Science,Male,Tier-1,1
9.23,70.3,58.0,0,2,4,10,3,4,0.0,5,Chemical,Female,Tier-3,0
9.0,68.0,77.5,0,1,10,7,2,3,3.3,1,Chemical,Female,Tier-2,0
7.2,56.4,63.0,1,1,10,4,8,0,1.4,3,Mechanical,Male,Tier-1,1
8.82,53.9,49.4,0,1,12,4,2,3,1.2,8,Electrical,Male,Tier-1,1
8.82,70.7,53.4,1,0,9,1,4,5,1.0,1,Electronics,Male,Tier-3,0
8.44,93.2,67.1,0,0,3,8,1,4,0.3,1,Information Technology,Female,Tier-3,1
9.47,72.0,81.5,1,0,1,5,6,2,2.2,1,Electronics,Male,Tier-1,1
8.53,69.9,91.3,0,0,5,10,6,5,3.6,8,Electrical,Male,Tier-2,1
9.6,86.4,93.6,4,0,8,9,4,5,2.6,7,Chemical,Female,Tier-2,0
8.4,67.7,55.3,0,1,1,2,7,1,0.1,5,Civil,Female,Tier-2,0
7.91,99.0,72.1,1,3,1,6,8,5,1.3,2,Computer Science,Male,Tier-1,1
9.32,74.9,67.1,0,1,13,1,3,4,0.8,8,Electronics,Female,Tier-2,1
9.01,89.2,73.6,0,1,6,6,1,6,1.6,8,Electronics,Male,Tier-3,0
9.01,75.6,93.3,0,0,15,10,1,3,0.4,4,Electronics,Female,Tier-3,1
9.38,78.3,77.1,1,0,7,1,3,2,3.1,5,Information Technology,Female,Tier-1,1
8.65,91.5,86.3,1,1,14,10,5,1,0.4,7,Computer Science,Female,Tier-3,1
9.58,80.8,99.0,0,2,8,4,5,5,1.3,7,Civil,Male,Tier-2,0
8.15,95.9,54.7,0,0,8,9,1,0,0.7,6,Chemical,Female,Tier-1,0
8.7,68.6,68.8,0,1,3,9,0,2,1.0,2,Computer Science,Female,Tier-2,1
8.81,62.4,82.4,0,1,15,8,1,4,0.1,3,Mechanical,Male,Tier-2,0
9.1,57.0,78.5,0,0,4,8,7,3,0.9,7,Electronics,Female,Tier-3,1
7.2,93.1,88.6,0,0,9,5,4,5,0.8,7,Electrical,Male,Tier-2,1
9.91,88.8,70.0,0,1,11,2,2,1,1.3,8,Mechanical,Male,Tier-2,1
8.78,74.8,77.7,0,1,5,3,8,5,0.3,4,Mechanical,Male,Tier-3,0
8.55,81.6,65.2,0,0,15,3,6,2,1.8,7,Chemical,Female,Tier-1,0
6.98,90.8,88.8,0,0,14,8,7,6,2.9,2,Mechanical,Male,Tier-1,1
8.96,75.7,75.5,0,1,11,3,5,1,2.1,3,Electronics,Male,Tier-3,0
6.76,56.9,93.2,0,0,14,3,6,6,0.5,6,Computer Science,Male,Tier-2,1
8.0,57.0,93.3,0,2,9,4,2,1,1.4,4,Electrical,Male,Tier-3,0
8.02,64.9,58.3,0,0,12,5,0,2,0.5,7,Electronics,Female,Tier-3,0
8.14,79.2,95.3,0,0,5,7,0,6,2.0,6,Mechanical,Male,Tier-3,0
9.3,66.7,87.1,0,0,5,0,0,5,0.5,3,Electronics,Female,Tier-2,0
8.82,90.4,73.0,1,2,9,4,6,3,0.2,8,Information Technology,Female,Tier-2,1
8.22,62.7,85.9,0,1,6,8,1,6,0.7,8,Electronics,Female,Tier-2,1
7.41,69.7,68.4,0,2,3,9,5,5,0.1,8,Computer Science,Male,Tier-1,1
7.51,56.1,92.7,0,1,12,3,0,0,0.9,5,Civil,Male,Tier-3,0
9.36,72.7,76.3,0,2,5,7,7,2,0.9,8,Computer Science,Male,Tier-3,1
9.06,78.1,86.5,0,2,1,8,4,0,0.7,3,Information Technology,Female,Tier-1,1
8.29,90.9,66.8,0,0,9,0,8,1,0.9,6,Computer Science,Male,Tier-3,0
9.93,79.4,78.7,0,4,10,7,2,1,3.7,7,Civil,Female,Tier-3,1
8.97,86.9,86.5,0,2,14,7,1,6,0.5,7,Computer Science,Male,Tier-3,1
8.63,90.1,79.0,0,3,10,4,7,3,0.5,1,Information Technology,Male,Tier-1,1
8.2,82.7,82.3,0,2,11,9,4,6,0.3,7,Information Technology,Female,Tier-1,1
9.45,67.2,65.1,0,1,7,1,0,2,0.2,5,Information Technology,Male,Tier-3,1
8.34,82.9,79.0,0,3,1,6,5,5,0.3,3,Electrical,Female,Tier-2,1
9.24,95.9,65.2,0,1,14,10,2,2,0.2,5,Civil,Female,Tier-3,0
9.1,74.2,74.8,0,1,11,10,7,4,0.6,4,Mechanical,Female,Tier-3,1
9.3,84.7,68.6,0,0,11,4,5,3,0.3,1,Computer Science,Female,Tier-2,0
7.6,84.3,72.3,1,1,4,4,1,2,0.7,1,Computer Science,Male,Tier-2,1
8.32,73.6,52.2,1,1,2,5,5,1,0.3,3,Computer Science,Male,Tier-2,1
7.84,89.2,75.3,0,1,3,9,2,3,0.6,4,Information Technology,Male,Tier-2,1
7.16,73.4,73.6,0,2,4,7,6,4,0.1,5,Electronics,Female,Tier-1,0
9.38,83.4,55.3,1,1,12,10,0,4,0.2,3,Information Technology,Male,Tier-3,1
8.1,75.1,79.4,1,1,14,0,0,6,1.0,2,Electronics,Female,Tier-3,0
8.67,78.5,85.7,0,0,2,2,3,5,0.8,3,Computer Science,Male,Tier-1,1
8.48,89.2,79.1,0,0,10,6,6,1,0.2,7,Information Technology,Male,Tier-1,1
9.45,54.6,85.2,1,1,1,10,3,6,0.3,2,Information Technology,Male,Tier-2,1
7.48,85.4,68.1,0,1,11,8,8,5,0.3,1,Mechanical,Male,Tier-2,0
7.74,86.5,72.2,1,0,4,9,7,2,1.6,7,Electronics,Male,Tier-3,0
8.54,71.1,76.0,0,0,9,1,4,1,0.5,3,Mechanical,Male,Tier-1,0
9.23,77.6,76.9,1,0,14,3,0,4,0.5,3,Mechanical,Female,Tier-2,0
9.32,66.3,44.5,0,1,11,10,2,3,1.1,8,Computer Science,Female,Tier-1,1
8.05,68.4,63.0,0,1,11,3,7,2,0.4,1,Civil,Male,Tier-1,1
9.48,81.3,88.0,3,0,9,10,6,1,0.5,8,Information Technology,Male,Tier-3,0
9.03,99.0,64.8,0,1,12,6,7,5,1.6,5,Electronics,Male,Tier-1,1
8.68,86.0,71.8,0,0,9,4,0,2,1.6,6,Information Technology,Male,Tier-3,0
7.74,67.8,74.3,1,1,3,10,1,3,0.9,3,Civil,Male,Tier-2,0
9.02,87.3,57.6,0,0,1,4,6,4,0.8,4,Computer Science,Female,Tier-2,1
7.66,85.0,95.5,0,4,1,6,4,1,0.2,6,Chemical,Male,Tier-3,0
9.09,57.3,74.6,0,0,14,1,4,6,0.6,1,Information Technology,Female,Tier-3,0
7.87,74.2,63.9,0,1,3,7,8,4,0.3,5,Mechanical,Female,Tier-3,0
9.1,76.3,83.4,0,1,10,5,0,5,1.3,6,Mechanical,Female,Tier-2,0
9.38,79.4,71.1,1,0,14,4,4,5,1.0,1,Mechanical,Female,Tier-3,0
8.9,77.6,75.8,0,0,8,0,6,1,0.5,7,Electronics,Male,Tier-2,1
9.75,79.8,93.3,0,0,15,1,4,2,0.8,1,Information Technology,Male,Tier-2,1
6.52,66.8,68.0,0,2,4,5,6,6,0.5,5,Computer Science,Male,Tier-1,1
9.63,74.1,89.9,1,0,11,5,0,6,0.2,6,Electronics,Female,Tier-1,1
8.8,74.8,70.6,0,1,8,10,4,0,1.5,5,Computer Science,Male,Tier-1,1
9.28,91.9,75.9,1,1,14,8,5,1,2.3,5,Computer Science,Male,Tier-2,1
9.57,69.6,78.9,3,0,7,10,5,1,2.7,6,Mechanical,Male,Tier-2,0
8.55,75.1,70.5,0,0,14,5,3,4,1.6,7,Electronics,Male,Tier-2,0
9.75,73.7,61.8,0,2,8,0,4,0,1.7,6,Electronics,Male,Tier-3,1
7.92,97.0,80.9,0,0,2,6,7,6,0.1,7,Information Technology,Female,Tier-2,1
8.67,86.0,89.6,0,0,8,2,5,5,1.5,7,Civil,Male,Tier-1,1
7.54,66.8,83.1,0,1,9,7,0,0,0.4,4,Computer Science,Male,Tier-3,1
9.06,82.8,82.8,1,0,10,5,4,0,0.1,2,Electronics,Male,Tier-1,0
7.1,65.9,69.1,0,1,11,2,6,0,0.7,6,Electrical,Male,Tier-2,0
9.31,81.1,83.9,0,0,6,2,7,3,0.8,6,Civil,Male,Tier-2,0
9.87,94.4,79.7,0,4,14,7,3,6,0.7,1,Computer Science,Male,Tier-2,1
9.28,54.5,86.2,0,1,3,5,1,2,1.1,7,Information Technology,Male,Tier-2,1
8.75,65.9,76.3,0,4,7,1,3,1,1.3,7,Mechanical,Female,Tier-2,0
7.58,79.9,82.8,0,0,9,2,5,2,0.1,3,Mechanical,Male,Tier-1,1
9.74,73.2,68.7,0,0,8,5,5,5,1.0,2,Electronics,Female,Tier-1,1
9.86,80.6,84.0,1,2,15,6,5,2,0.1,7,Computer Science,Female,Tier-2,1
8.43,77.0,58.6,0,0,14,3,0,2,0.6,3,Information Technology,Female,Tier-1,1
7.24,57.8,70.6,2,1,8,7,6,2,0.1,3,Civil,Female,Tier-1,0
8.87,85.5,65.9,0,0,11,2,6,3,0.6,3,Computer Science,Female,Tier-3,1
9.11,62.0,99.0,3,3,7,5,4,4,0.2,4,Chemical,Female,Tier-2,0
9.05,80.5,83.5,1,0,5,6,3,6,1.3,4,Electronics,Male,Tier-3,0
9.61,72.5,60.9,0,1,2,7,2,3,2.3,2,Information Technology,Male,Tier-2,1
7.64,99.0,57.2,0,1,5,10,7,1,0.2,8,Information Technology,Male,Tier-3,1
8.21,76.5,52.3,0,0,5,3,7,6,1.3,5,Information Technology,Female,Tier-3,0
9.03,82.2,60.2,0,0,2,4,2,0,0.2,4,Information Technology,Male,Tier-2,0
9.7,84.6,64.0,0,3,11,5,4,4,0.6,1,Computer Science,Female,Tier-3,1
8.13,82.1,62.3,0,1,10,0,7,1,1.0,2,Civil,Male,Tier-3,0
9.49,77.7,68.9,0,1,1,8,5,5,0.8,1,Chemical,Female,Tier-2,0
8.99,66.1,85.8,0,1,5,2,1,0,0.1,3,Mechanical,Female,Tier-3,0
6.76,76.7,72.4,0,0,6,1,0,3,0.5,1,Civil,Female,Tier-3,0
9.72,55.6,84.3,0,1,13,10,6,2,0.6,4,Computer Science,Female,Tier-1,1
8.25,83.9,61.2,0,1,7,6,1,1,0.5,1,Computer Science,Female,Tier-2,1
8.9,99.0,70.0,0,1,11,10,3,5,1.1,3,Mechanical,Male,Tier-1,1
8.83,80.1,62.8,0,0,2,10,5,2,2.2,7,Civil,Female,Tier-3,0
8.01,82.1,80.8,1,4,6,3,6,2,1.1,3,Civil,Female,Tier-2,0
9.7,59.4,72.6,0,0,15,3,6,2,0.9,4,Electronics,Male,Tier-2,0
9.64,68.2,98.1,0,0,12,9,6,4,0.2,2,Mechanical,Male,Tier-3,1
8.27,88.7,66.3,0,2,8,8,3,0,0.4,5,Information Technology,Female,Tier-2,1
8.7,60.6,61.5,5,1,6,6,5,2,0.8,6,Civil,Female,Tier-3,0
8.64,69.3,78.9,0,0,3,8,2,5,2.7,2,Mechanical,Female,Tier-2,0
8.78,84.8,72.7,3,1,3,0,7,1,0.4,7,Computer Science,Male,Tier-3,1
8.64,87.7,81.5,0,1,11,2,0,4,0.4,5,Information Technology,Female,Tier-3,1
8.49,76.7,74.2,0,0,7,9,7,0,0.9,6,Computer Science,Male,Tier-1,1
8.96,79.5,73.2,0,1,2,10,4,1,2.3,8,Electronics,Male,Tier-2,1
9.43,79.4,66.3,0,0,3,9,7,4,0.8,8,Computer Science,Male,Tier-3,1
8.89,63.2,71.5,0,0,7,5,3,4,0.2,4,Computer Science,Male,Tier-3,1
9.79,77.1,55.1,1,0,9,10,1,5,0.1,4,Computer Science,Female,Tier-2,1
8.25,80.9,90.6,0,1,1,0,3,6,2.2,4,Information Technology,Male,Tier-3,1
9.52,76.9,91.5,0,0,5,4,7,5,1.1,3,Civil,Male,Tier-2,0
8.72,54.9,87.2,0,2,13,3,0,0,0.2,2,Electrical,Male,Tier-3,1
8.62,96.4,69.0,1,1,2,3,4,6,1.3,5,Chemical,Male,Tier-1,0
9.33,64.9,66.8,0,0,12,6,5,6,1.3,7,Computer Science,Female,Tier-3,1
9.36,78.9,81.5,0,1,5,4,3,5,1.5,2,Electronics,Male,Tier-1,1
9.68,81.9,62.6,0,2,13,6,3,6,2.2,8,Information Technology,Male,Tier-2,1
9.21,72.5,89.8,2,1,13,0,3,2,0.2,5,Chemical,Female,Tier-2,0
9.42,80.9,44.0,0,0,6,10,2,1,3.1,8,Chemical,Female,Tier-1,1
9.33,68.7,69.1,0,0,8,8,4,3,5.0,8,Electrical,Male,Tier-2,1
9.86,99.0,61.2,0,2,7,7,5,2,0.0,1,Computer Science,Male,Tier-1,1
9.25,74.9,91.2,0,0,5,6,2,6,0.1,2,Computer Science,Female,Tier-2,1
9.08,88.8,89.0,0,0,11,9,2,3,0.6,1,Electronics,Female,Tier-3,0
8.34,64.9,82.3,0,1,5,1,8,1,0.0,7,Computer Science,Female,Tier-2,1
8.4,86.7,99.0,0,0,14,10,1,5,1.3,4,Civil,Male,Tier-2,0
7.77,69.4,75.1,0,4,2,5,5,3,1.1,7,Mechanical,Male,Tier-3,0
8.81,61.3,83.2,0,2,6,3,7,3,1.5,3,Computer Science,Female,Tier-1,1
7.23,65.2,54.2,0,1,3,2,7,0,5.0,3,Civil,Male,Tier-2,0
9.54,67.8,70.8,0,2,6,7,0,0,2.7,8,Electronics,Male,Tier-2,1
8.39,79.3,76.4,0,1,3,3,0,5,0.4,8,Mechanical,Female,Tier-2,0
8.34,99.0,63.1,0,1,2,2,7,0,0.5,6,Computer Science,Male,Tier-3,1
6.98,99.0,78.3,0,1,8,10,0,3,1.5,2,Electronics,Female,Tier-3,0
9.36,74.1,49.4,0,0,4,4,2,5,0.5,1,Civil,Male,Tier-1,0
9.2,89.5,81.5,0,3,5,8,8,3,1.2,1,Information Technology,Male,Tier-1,1
8.86,63.0,69.3,0,2,9,9,2,4,2.5,8,Computer Science,Male,Tier-1,1
8.68,52.8,64.8,0,3,4,2,1,4,0.5,5,Mechanical,Female,Tier-3,0
9.31,78.4,84.7,0,1,13,8,0,6,0.8,7,Mechanical,Female,Tier-3,1
6.55,84.6,94.0,1,1,1,3,0,0,1.8,2,Computer Science,Male,Tier-2,0
8.61,87.4,86.6,0,0,11,9,2,6,0.6,8,Computer Science,Male,Tier-2,1
9.52,91.0,64.5,0,0,6,3,5,4,0.3,2,Computer Science,Male,Tier-3,1
7.3,74.0,83.7,1,0,11,1,6,2,0.3,1,Information Technology,Female,Tier-2,1
7.42,78.9,71.7,0,0,11,7,5,4,0.1,6,Computer Science,Male,Tier-3,0
9.1,87.9,89.7,0,1,5,3,5,4,0.4,6,Electrical,Male,Tier-3,1
7.85,92.3,77.9,0,1,10,2,8,2,1.2,1,Computer Science,Female,Tier-2,1
9.16,67.1,55.8,0,0,3,2,3,2,0.1,6,Mechanical,Female,Tier-3,0
7.69,80.5,71.9,2,1,15,0,4,1,0.3,8,Information Technology,Female,Tier-3,0
8.7,85.8,64.3,1,0,11,7,0,3,0.1,3,Electronics,Male,Tier-3,0
8.24,79.8,64.9,0,1,11,10,3,3,0.5,2,Electronics,Female,Tier-3,0
8.92,70.5,70.8,1,4,14,4,5,5,0.1,8,Civil,Male,Tier-2,1
7.8,78.0,78.6,0,1,5,4,6,6,1.4,3,Civil,Female,Tier-1,0
9.21,84.4,86.8,0,0,8,3,1,0,2.6,4,Computer Science,Male,Tier-3,1
7.69,68.9,68.2,0,1,1,4,5,5,0.2,4,Information Technology,Female,Tier-3,1
8.62,63.6,90.8,0,1,4,4,2,1,0.3,7,Electronics,Female,Tier-3,0
7.93,99.0,52.9,0,1,3,8,6,5,0.2,1,Information Technology,Male,Tier-2,1
9.65,80.3,64.1,0,3,4,10,8,1,0.2,8,Computer Science,Male,Tier-1,1
9.1,89.3,99.0,0,0,2,5,3,1,0.4,5,Information Technology,Female,Tier-1,1
8.29,80.5,60.1,0,0,2,8,7,6,0.3,1,Computer Science,Male,Tier-2,0
9.87,90.6,91.3,0,0,15,7,5,1,0.5,2,Computer Science,Male,Tier-3,0
8.04,79.0,74.7,1,1,2,2,2,6,0.7,1,Information Technology,Male,Tier-2,1
8.77,85.0,74.1,0,1,3,1,2,6,1.3,8,Information Technology,Female,Tier-2,1
7.97,64.7,87.2,1,0,12,5,2,4,2.2,8,Computer Science,Male,Tier-3,0
7.73,56.8,85.3,0,0,9,1,3,1,0.6,3,Electronics,Male,Tier-3,0
7.39,72.3,92.3,1,1,5,2,1,5,2.4,1,Information Technology,Female,Tier-2,0
9.93,60.9,71.8,0,4,4,2,4,0,1.1,3,Computer Science,Male,Tier-3,1
8.8,52.6,76.9,1,0,13,0,7,3,1.3,4,Civil,Male,Tier-3,0
8.01,81.6,71.7,0,0,15,4,6,1,0.7,7,Computer Science,Female,Tier-2,1
8.58,56.8,60.5,0,1,4,7,8,5,0.7,6,Electronics,Female,Tier-2,1
8.67,89.4,77.2,0,0,3,8,2,3,0.8,3,Electronics,Male,Tier-3,0
9.72,95.3,72.9,3,1,9,6,3,6,0.7,6,Mechanical,Female,Tier-3,0
7.34,60.7,50.7,1,1,11,4,7,2,0.6,2,Information Technology,Male,Tier-1,1
8.13,81.5,89.4,0,1,10,7,2,0,1.5,1,Electronics,Female,Tier-2,1
8.46,99.0,76.9,0,2,1,8,0,2,0.5,8,Electrical,Male,Tier-2,1
9.4,72.3,65.9,0,0,14,8,1,5,0.2,2,Computer Science,Female,Tier-3,0
7.04,85.3,79.3,4,2,6,8,7,1,0.1,8,Computer Science,Male,Tier-2,1
9.13,99.0,68.2,0,3,4,10,6,4,2.1,3,Mechanical,Male,Tier-3,0
9.83,57.9,77.6,1,0,8,1,3,5,2.0,3,Mechanical,Male,Tier-1,0
7.05,65.8,93.0,0,0,7,2,7,4,0.3,3,Electrical,Female,Tier-2,0
9.73,84.8,80.2,2,2,3,1,2,5,0.1,3,Chemical,Female,Tier-1,1
9.92,99.0,68.7,0,1,5,10,0,0,3.2,3,Information Technology,Female,Tier-2,1
8.54,69.5,61.6,0,0,11,10,3,1,0.7,1,Information Technology,Female,Tier-3,0
9.77,99.0,65.7,0,1,11,4,5,1,0.1,5,Electrical,Female,Tier-3,0
9.52,79.6,85.6,0,1,4,2,5,1,0.2,2,Electrical,Male,Tier-3,0
9.09,54.4,74.3,0,0,4,8,3,1,1.2,4,Information Technology,Female,Tier-1,1
9.42,97.1,82.3,1,1,10,1,7,5,0.1,7,Computer Science,Female,Tier-2,1
7.28,72.4,71.4,0,1,15,4,8,0,0.6,4,Electronics,Female,Tier-3,0
