cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,num_technical_skills,num_soft_skills,num_projects,num_certifications,experience_years,num_programming_languages,department,gender,college_tier,placed,salary_lpa
8.86,69.6,72.0,0,1,8,0,6,0,0.5,5,Information Technology,Female,Tier-2,1,19.39
8.91,77.0,64.4,0,1,8,0,5,4,0.7,1,Computer Science,Male,Tier-2,1,21.42
9.11,84.5,61.0,0,2,7,6,3,4,2.2,7,Electronics,Male,Tier-3,1,14.87
9.12,50.9,74.7,0,1,4,0,4,5,0.2,6,Computer Science,Male,Tier-1,1,26.39
8.62,84.9,90.8,0,1,4,3,7,3,5.0,7,Information Technology,Male,Tier-1,1,28.55
8.45,63.3,69.5,0,0,5,5,2,5,0.6,2,Electronics,Male,Tier-3,0,0.0
9.33,72.5,89.4,0,1,8,1,2,0,0.3,2,Information Technology,Female,Tier-3,1,15.01
9.18,44.0,60.0,0,1,14,9,4,6,2.2,2,Computer Science,Female,Tier-1,1,30.63
8.54,84.8,70.4,0,3,4,4,8,1,0.1,6,Computer Science,Male,Tier-1,1,28.83
9.57,69.1,74.4,0,3,9,9,4,2,1.0,2,Mechanical,Male,Tier-2,1,13.8
8.8,72.0,77.8,0,2,3,9,0,5,0.1,4,Electrical,Male,Tier-3,0,0.0
8.6,79.1,70.7,0,0,9,10,4,2,2.9,6,Computer Science,Female,Tier-3,1,18.15
9.45,54.4,91.2,0,0,2,10,8,2,1.0,8,Computer Science,Female,Tier-3,1,17.08
9.36,78.7,91.4,0,2,6,9,6,4,0.5,7,Mechanical,Male,Tier-3,0,0.0
8.41,85.8,72.7,0,1,15,10,8,4,0.6,3,Chemical,Male,Tier-1,1,15.57
7.9,80.1,68.2,0,1,5,5,4,3,0.2,8,Mechanical,Male,Tier-2,1,12.23
9.24,73.3,67.2,0,0,5,4,2,0,0.4,5,Computer Science,Female,Tier-2,1,19.17
9.5,78.5,88.4,0,2,15,9,1,4,2.3,2,Computer Science,Female,Tier-3,1,19.48
9.46,77.1,66.4,0,1,15,7,8,2,1.6,4,Information Technology,Female,Tier-3,1,18.66
7.86,87.1,56.0,0,1,11,10,4,4,1.1,7,Computer Science,Male,Tier-3,1,17.66
8.9,93.1,57.9,0,2,15,3,0,5,3.4,3,Computer Science,Female,Tier-2,1,23.15
7.09,73.1,83.7,0,0,6,7,1,0,0.9,7,Information Technology,Female,Tier-3,0,0.0
7.81,80.8,57.3,0,1,10,10,1,4,0.2,7,Information Technology,Male,Tier-3,1,14.65
9.43,70.0,69.8,0,1,7,2,3,5,1.3,4,Information Technology,Male,Tier-3,1,15.87
9.82,83.0,76.3,1,1,4,6,5,0,0.9,1,Electronics,Male,Tier-3,0,0.0
9.3,83.5,53.1,0,0,15,4,7,3,0.6,7,Electrical,Female,Tier-2,0,0.0
8.78,76.0,77.4,0,1,4,4,2,4,0.2,1,Chemical,Female,Tier-3,0,0.0
8.16,84.2,70.8,1,1,12,5,5,0,1.1,2,Computer Science,Female,Tier-3,1,15.83
7.61,78.0,50.2,0,1,9,4,3,5,0.6,1,Electronics,Male,Tier-3,0,0.0
9.89,77.4,77.5,0,2,4,0,7,5,0.9,3,Mechanical,Male,Tier-2,0,0.0
9.45,67.4,80.1,0,0,8,8,8,0,0.4,8,Computer Science,Female,Tier-2,1,21.71
7.98,80.1,77.4,0,2,10,10,8,5,0.2,2,Chemical,Male,Tier-3,0,0.0
8.9,71.1,81.6,0,1,13,3,5,6,0.4,8,Electrical,Male,Tier-2,1,13.54
7.53,88.4,78.4,5,1,1,4,1,1,1.9,4,Computer Science,Female,Tier-2,0,0.0
8.77,67.9,84.5,0,0,4,0,1,3,0.2,5,Civil,Female,Tier-2,0,0.0
9.29,81.2,62.7,2,0,2,2,8,4,0.6,5,Electronics,Male,Tier-3,0,0.0
8.5,74.9,56.8,0,1,11,2,4,1,0.4,5,Computer Science,Male,Tier-3,1,15.79
8.9,81.2,59.9,0,0,10,7,6,4,3.3,3,Information Technology,Female,Tier-2,1,21.23
7.83,77.3,64.4,0,3,5,10,5,2,0.1,2,Information Technology,Female,Tier-1,1,24.31
9.72,68.2,99.0,0,0,2,7,8,2,0.3,1,Electrical,Male,Tier-2,1,12.7
9.51,91.1,64.6,0,2,7,8,4,0,0.6,7,Electrical,Male,Tier-2,1,14.33
8.73,67.4,68.2,0,1,10,9,7,1,0.3,8,Computer Science,Male,Tier-3,1,19.46
8.76,85.7,72.0,0,1,7,6,3,6,1.2,2,Mechanical,Male,Tier-2,1,12.92
9.64,57.6,70.4,0,0,15,5,6,0,0.5,4,Computer Science,Male,Tier-3,1,16.96
9.04,74.5,98.6,0,0,9,7,8,0,1.5,5,Civil,Male,Tier-1,1,16.38
8.62,96.4,52.6,0,0,13,2,1,6,0.8,2,Civil,Female,Tier-2,0,0.0
7.49,74.7,99.0,0,1,4,9,8,0,0.6,7,Computer Science,Female,Tier-1,1,26.92
8.66,79.2,76.9,1,1,15,9,7,2,0.5,6,Information Technology,Female,Tier-2,1,21.73
9.63,97.2,87.5,0,1,15,9,0,6,0.3,2,Information Technology,Female,Tier-2,1,21.51
7.06,76.3,75.3,0,2,5,7,6,5,0.3,6,Chemical,Male,Tier-3,0,0.0
7.16,81.1,85.6,0,1,3,2,4,0,0.2,1,Information Technology,Male,Tier-2,0,0.0
8.34,85.3,62.7,0,0,14,1,4,6,1.9,8,Information Technology,Male,Tier-1,1,27.15
8.38,61.4,57.4,0,0,7,8,6,6,0.8,4,Mechanical,Male,Tier-3,0,0.0
9.64,72.2,99.0,0,2,15,0,3,5,0.7,5,Computer Science,Male,Tier-1,1,30.7
8.37,79.6,99.0,4,0,5,9,0,6,0.4,1,Mechanical,Male,Tier-3,0,0.0
8.98,58.8,61.3,1,1,9,9,5,5,0.7,8,Electronics,Male,Tier-2,1,16.92
9.08,94.4,84.3,0,0,12,1,0,6,2.1,5,Mechanical,Female,Tier-3,0,0.0
9.08,87.1,90.1,0,0,13,6,0,0,1.9,1,Electronics,Male,Tier-2,0,0.0
9.41,85.3,83.6,0,1,14,0,7,0,0.9,1,Computer Science,Female,Tier-3,1,17.53
9.09,93.8,72.3,0,1,7,4,3,0,0.8,5,Electrical,Female,Tier-2,1,12.74
7.51,86.7,99.0,0,1,4,8,4,1,0.3,4,Electronics,Female,Tier-2,1,15.35
8.45,75.2,83.9,0,1,7,8,0,4,1.2,3,Mechanical,Male,Tier-3,0,0.0
9.65,58.4,62.9,0,0,1,10,6,1,1.9,3,Electronics,Female,Tier-2,1,15.89
9.45,69.8,70.0,0,0,15,3,1,3,0.4,8,Electrical,Male,Tier-2,0,0.0
8.78,70.2,61.1,2,1,15,9,5,5,0.6,2,Information Technology,Female,Tier-2,1,20.25
9.56,85.4,73.6,0,1,2,1,8,1,0.1,2,Mechanical,Male,Tier-2,0,0.0
8.31,79.0,73.2,0,0,15,8,1,6,2.0,7,Computer Science,Male,Tier-3,1,17.1
8.89,59.2,84.8,0,1,14,10,5,5,0.1,4,Computer Science,Male,Tier-1,1,28.67
8.37,88.4,84.6,0,1,3,3,4,6,1.2,3,Civil,Female,Tier-2,0,0.0
9.63,94.0,80.0,5,0,5,2,1,5,0.2,2,Civil,Male,Tier-2,0,0.0
8.54,95.7,79.7,0,1,12,2,8,5,1.3,3,Information Technology,Male,Tier-2,1,20.1
9.1,64.4,88.6,2,1,5,6,1,3,1.0,3,Mechanical,Female,Tier-3,0,0.0
7.52,81.9,72.1,0,0,7,1,0,2,1.2,3,Civil,Female,Tier-2,0,0.0
9.54,65.9,43.9,0,1,9,4,8,6,1.0,2,Computer Science,Male,Tier-1,1,28.17
8.3,99.0,99.0,0,1,10,1,8,4,0.5,2,Chemical,Female,Tier-3,0,0.0
8.66,78.4,63.2,1,2,9,6,8,0,1.0,4,Electrical,Male,Tier-3,0,0.0
9.26,73.6,84.0,0,1,6,6,7,3,0.3,1,Mechanical,Female,Tier-2,0,0.0
9.74,71.3,70.6,3,0,15,2,3,2,0.3,2,Electronics,Female,Tier-1,1,20.28
8.84,82.0,93.2,0,0,7,2,8,4,0.1,5,Electrical,Male,Tier-1,1,15.83
8.37,84.2,62.5,0,2,12,7,1,6,0.9,7,Mechanical,Female,Tier-2,1,14.22
9.03,58.2,65.8,0,2,13,6,0,3,1.8,1,Electronics,Female,Tier-1,1,22.36
9.45,94.8,68.5,0,0,15,3,6,2,0.5,8,Electrical,Female,Tier-2,1,13.07
9.4,83.7,82.2,0,0,8,1,5,0,0.2,3,Computer Science,Male,Tier-1,1,25.26
9.39,94.7,77.9,1,1,4,2,2,2,1.7,4,Computer Science,Male,Tier-3,1,16.46
8.33,98.5,82.3,0,1,7,10,1,2,1.0,5,Electrical,Male,Tier-2,0,0.0
9.58,76.8,76.6,0,0,14,10,7,0,2.2,7,Computer Science,Male,Tier-2,1,23.84
9.37,88.3,87.1,0,1,6,10,3,5,0.0,6,Computer Science,Male,Tier-1,1,30.14
9.21,71.1,87.3,0,0,8,2,5,5,0.5,5,Civil,Male,Tier-3,0,0.0
9.01,72.4,94.7,0,0,15,4,3,3,2.3,1,Information Technology,Female,Tier-3,1,16.04
9.16,96.9,79.5,0,0,1,6,8,2,1.1,7,Electrical,Female,Tier-2,1,13.16
9.18,69.1,79.4,0,1,5,3,4,0,0.6,7,Information Technology,Male,Tier-3,1,14.44
8.88,80.4,98.0,0,2,12,0,5,3,0.5,4,Information Technology,Female,Tier-3,1,16.84
7.43,67.1,90.6,0,1,13,2,8,0,2.3,6,Chemical,Male,Tier-3,0,0.0
7.3,70.1,81.7,0,0,3,2,5,1,1.8,1,Electronics,Male,Tier-3,0,0.0
9.22,71.9,56.9,0,2,9,0,1,6,0.0,6,Mechanical,Male,Tier-3,1,10.16
7.53,95.4,53.1,0,0,9,7,0,3,0.1,2,Electrical,Female,Tier-3,0,0.0
8.66,84.2,83.0,0,1,3,3,8,1,0.7,6,Information Technology,Female,Tier-2,1,19.8
9.4,88.1,83.5,0,1,10,4,1,5,0.1,3,Computer Science,Male,Tier-3,1,16.79
9.39,56.3,65.6,0,0,14,2,1,6,0.3,6,Electronics,Male,Tier-3,0,0.0
9.09,78.4,79.6,0,0,12,3,3,2,1.8,4,Information Technology,Male,Tier-3,1,16.4
8.72,73.4,63.1,0,2,15,0,2,6,0.5,2,Computer Science,Female,Tier-2,1,21.64
8.17,83.9,82.4,1,1,2,3,6,6,0.6,3,Computer Science,Male,Tier-3,1,15.76
9.96,99.0,82.8,0,0,5,1,6,2,0.2,3,Mechanical,Male,Tier-3,0,0.0
9.25,49.3,82.7,0,2,4,9,2,2,0.9,2,Computer Science,Male,Tier-2,1,19.77
9.89,82.8,79.4,0,0,15,5,2,3,0.1,4,Electronics,Male,Tier-3,1,14.34
6.99,99.0,71.2,0,0,7,1,8,6,1.0,5,Information Technology,Male,Tier-3,0,0.0
9.24,71.9,72.2,0,1,12,8,6,4,1.4,1,Computer Science,Female,Tier-3,1,17.67
6.88,79.8,90.1,0,1,14,1,2,3,2.1,4,Electrical,Female,Tier-3,1,9.34
6.43,86.1,80.4,0,0,8,3,2,3,0.9,7,Mechanical,Male,Tier-2,0,0.0
9.09,52.1,81.3,0,0,4,3,2,4,0.4,6,Civil,Female,Tier-2,0,0.0
8.16,81.2,76.1,3,1,3,10,8,3,1.9,5,Electronics,Female,Tier-2,1,16.58
9.46,68.5,83.5,1,1,15,0,7,5,0.9,5,Mechanical,Male,Tier-2,1,15.86
8.16,99.0,87.5,0,2,9,10,6,1,0.4,6,Computer Science,Female,Tier-2,1,22.77
7.87,75.5,66.8,0,1,8,6,7,4,0.4,5,Computer Science,Male,Tier-2,1,19.85
7.88,69.5,82.7,0,1,11,0,0,4,0.4,1,Information Technology,Male,Tier-2,0,0.0
8.73,88.2,72.1,0,0,11,7,8,6,0.1,7,Electronics,Male,Tier-3,1,13.58
8.55,83.9,79.1,0,2,7,2,4,1,0.1,1,Computer Science,Female,Tier-3,1,16.5
9.42,88.8,85.9,0,0,11,7,4,4,0.1,1,Electronics,Male,Tier-2,1,16.85
7.46,99.0,56.1,0,1,8,7,4,6,0.4,7,Computer Science,Male,Tier-1,1,25.73
8.2,71.0,60.9,0,2,8,9,8,4,0.6,5,Civil,Female,Tier-2,1,12.28
8.63,98.6,66.4,0,2,10,9,4,1,0.2,7,Computer Science,Female,Tier-3,1,17.62
9.46,99.0,65.5,0,1,8,4,1,0,1.8,2,Electrical,Female,Tier-1,1,15.85
9.19,68.8,72.9,1,1,11,2,5,0,0.1,1,Mechanical,Male,Tier-3,0,0.0
9.65,69.9,97.0,1,2,1,10,6,5,2.9,5,Electronics,Female,Tier-3,1,15.11
7.93,78.6,90.3,0,2,4,10,6,0,0.1,4,Mechanical,Male,Tier-3,0,0.0
9.64,75.6,67.5,0,1,10,10,6,1,2.3,8,Information Technology,Male,Tier-3,1,18.1
8.79,98.5,86.3,0,1,7,8,1,2,0.3,8,Computer Science,Female,Tier-3,1,17.05
8.58,67.6,74.4,0,0,6,0,5,3,4.3,7,Computer Science,Male,Tier-1,1,29.38
7.79,80.9,79.5,2,1,3,0,8,6,0.7,5,Electronics,Male,Tier-2,0,0.0
9.83,68.8,62.2,0,0,3,1,0,4,0.0,1,Information Technology,Male,Tier-2,0,0.0
8.04,79.3,57.8,0,1,12,9,2,6,0.3,8,Computer Science,Female,Tier-2,1,21.66
8.42,99.0,84.5,0,1,4,5,5,1,2.8,7,Electrical,Female,Tier-3,0,0.0
8.33,99.0,75.4,0,0,14,1,6,3,0.4,8,Mechanical,Male,Tier-2,0,0.0
9.01,82.5,81.8,0,0,10,3,1,1,0.4,1,Chemical,Male,Tier-1,0,0.0
7.73,85.6,95.7,2,0,6,5,7,4,0.0,7,Mechanical,Female,Tier-3,0,0.0
9.61,83.7,71.9,0,0,14,1,5,2,0.3,8,Electrical,Female,Tier-1,1,17.64
8.56,74.4,72.0,0,1,1,3,8,1,0.3,1,Computer Science,Male,Tier-3,1,14.39
9.87,99.0,98.0,2,3,10,6,8,3,1.3,8,Mechanical,Male,Tier-3,0,0.0
8.63,93.8,75.2,0,1,4,0,8,5,0.7,2,Computer Science,Male,Tier-3,1,16.2
9.2,80.8,64.6,1,0,9,8,8,3,0.2,3,Computer Science,Female,Tier-3,1,17.84
7.78,75.4,84.6,0,0,7,9,1,4,1.6,6,Civil,Female,Tier-3,0,0.0
9.58,76.2,71.9,2,1,11,9,6,6,0.9,6,Information Technology,Female,Tier-3,1,17.01
9.86,82.1,64.3,0,1,6,6,4,5,0.3,7,Information Technology,Male,Tier-3,1,16.62
6.25,77.6,76.2,3,1,11,8,8,0,0.3,2,Computer Science,Female,Tier-2,1,17.13
8.85,91.7,85.7,0,0,5,6,0,4,2.6,4,Electronics,Male,Tier-1,1,20.1
8.54,83.7,59.9,0,0,12,10,6,5,1.0,1,Computer Science,Male,Tier-3,1,17.23
7.4,66.6,59.6,0,0,13,0,4,5,1.6,3,Electronics,Female,Tier-2,0,0.0
8.47,64.2,74.0,0,1,2,6,8,4,0.3,4,Mechanical,Female,Tier-1,1,17.63
8.36,89.9,60.7,0,1,2,10,6,6,0.9,5,Mechanical,Female,Tier-3,0,0.0
8.24,64.1,58.4,3,2,6,8,3,0,0.1,6,Information Technology,Male,Tier-2,1,17.59
9.43,73.8,75.1,0,1,9,7,7,2,0.9,3,Mechanical,Male,Tier-2,1,13.4
8.57,72.7,89.4,0,1,14,3,8,1,0.2,2,Information Technology,Male,Tier-3,1,15.75
9.74,63.1,85.2,0,4,12,4,8,3,1.1,1,Civil,Male,Tier-3,0,0.0
8.37,81.7,73.6,1,1,9,2,3,1,2.7,3,Computer Science,Male,Tier-2,1,20.63
9.15,76.5,91.7,0,1,1,9,5,1,0.6,4,Chemical,Female,Tier-3,0,0.0
7.45,70.3,97.6,3,2,7,9,3,3,0.4,2,Electronics,Female,Tier-1,1,18.86
8.38,99.0,81.4,0,0,7,1,0,0,0.1,4,Information Technology,Male,Tier-3,1,13.5
7.73,48.8,70.2,0,0,10,2,5,3,1.1,8,Mechanical,Female,Tier-2,0,0.0
8.76,67.6,95.3,0,4,2,6,7,6,0.9,4,Electrical,Male,Tier-2,1,14.22
9.18,71.1,94.7,0,1,14,7,5,0,0.8,7,Information Technology,Female,Tier-2,1,21.02
8.43,61.7,78.3,0,1,12,1,2,0,2.7,6,Computer Science,Male,Tier-2,1,21.17
7.22,99.0,90.9,0,2,10,8,7,4,3.8,8,Information Technology,Male,Tier-2,1,21.68
8.4,99.0,64.8,0,0,4,3,8,6,1.3,1,Computer Science,Male,Tier-3,0,0.0
8.85,69.8,48.1,0,1,13,1,0,2,0.2,3,Computer Science,Female,Tier-1,1,24.06
7.66,93.2,62.4,2,1,8,6,5,5,2.9,8,Computer Science,Male,Tier-2,1,21.71
8.79,85.2,77.7,0,0,6,10,7,4,0.4,4,Information Technology,Female,Tier-2,1,19.24
7.44,97.9,74.0,0,0,11,1,1,2,0.1,2,Computer Science,Male,Tier-1,1,23.0
8.29,76.7,87.5,0,1,14,6,3,0,0.3,4,Chemical,Female,Tier-3,0,0.0
8.79,83.2,55.7,0,0,13,7,0,5,1.8,4,Civil,Male,Tier-2,0,0.0
8.17,94.8,55.9,0,0,15,8,3,5,0.2,8,Information Technology,Male,Tier-2,1,20.41
9.25,93.0,84.9,0,0,7,10,1,4,0.5,2,Civil,Male,Tier-3,0,0.0
6.63,79.8,56.3,4,1,10,0,2,1,0.3,8,Information Technology,Male,Tier-2,1,14.52
8.77,66.7,71.5,1,2,11,1,3,3,0.0,5,Mechanical,Male,Tier-2,0,0.0
8.46,68.8,75.3,0,1,11,1,2,3,0.8,7,Civil,Male,Tier-1,1,15.58
9.18,55.8,66.5,0,1,14,6,5,3,1.0,4,Mechanical,Male,Tier-2,1,14.41
9.2,87.4,82.5,0,4,6,5,6,2,1.6,2,Computer Science,Female,Tier-3,1,19.63
9.0,80.5,48.2,1,0,9,10,6,3,0.5,1,Computer Science,Female,Tier-1,1,26.41
9.4,81.5,98.8,0,0,11,8,0,2,0.2,3,Electronics,Male,Tier-2,0,0.0
6.73,77.7,70.7,0,0,12,2,4,2,1.1,2,Computer Science,Female,Tier-3,0,0.0
7.85,64.3,72.8,0,0,10,7,2,6,2.2,2,Chemical,Male,Tier-1,0,0.0
8.04,81.8,99.0,0,0,15,4,0,5,0.1,7,Computer Science,Female,Tier-1,1,25.87
9.65,85.3,57.3,0,0,10,4,0,2,0.2,3,Mechanical,Male,Tier-2,1,12.71
9.06,67.6,61.4,0,0,9,9,1,1,0.4,2,Computer Science,Female,Tier-1,1,23.74
7.28,77.7,93.3,0,1,6,10,7,5,1.1,5,Mechanical,Female,Tier-2,0,0.0
8.87,70.2,54.8,0,0,6,4,3,0,0.7,1,Information Technology,Female,Tier-2,0,0.0
8.87,75.4,81.4,0,1,9,7,2,1,1.2,5,Mechanical,Male,Tier-2,0,0.0
8.38,64.4,67.1,0,1,10,6,7,0,0.0,7,Civil,Female,Tier-2,0,0.0
7.29,74.8,54.0,1,0,9,10,1,1,1.7,4,Computer Science,Male,Tier-1,1,22.97
7.99,97.5,81.8,0,2,3,6,8,2,4.4,6,Electronics,Female,Tier-3,1,15.42
9.73,72.0,82.2,0,1,7,3,3,0,0.0,1,Chemical,Male,Tier-3,0,0.0
9.92,69.8,75.0,0,0,3,5,8,5,0.7,4,Computer Science,Male,Tier-1,1,29.13
8.55,70.6,99.0,1,0,4,0,0,3,1.3,3,Computer Science,Male,Tier-2,1,18.23
8.83,75.7,65.0,0,1,14,5,4,1,0.6,2,Civil,Male,Tier-2,0,0.0
8.88,99.0,86.3,1,1,9,4,6,0,0.9,8,Mechanical,Male,Tier-2,1,13.82
8.54,94.9,79.3,0,1,10,0,3,3,2.5,2,Information Technology,Male,Tier-2,1,18.94
8.12,76.3,87.6,1,0,8,10,4,4,0.8,7,Civil,Female,Tier-2,0,0.0
7.48,70.3,68.4,4,1,6,0,8,6,0.3,7,Electronics,Male,Tier-1,1,19.63
9.56,56.9,57.0,0,1,6,2,5,2,1.3,1,Electronics,Male,Tier-2,0,0.0
7.31,67.1,66.1,0,2,8,3,5,1,0.5,6,Civil,Male,Tier-3,0,0.0
9.88,54.3,74.2,0,1,13,0,1,1,0.3,6,Computer Science,Male,Tier-1,1,28.85
6.85,86.9,83.9,0,0,2,9,0,5,0.3,8,Computer Science,Male,Tier-2,1,17.31
9.78,94.0,75.2,0,0,14,6,3,5,0.1,2,Electronics,Female,Tier-1,1,21.81
8.17,73.5,77.8,0,0,5,1,2,4,2.7,2,Computer Science,Female,Tier-3,0,0.0
6.88,82.6,97.4,0,1,13,10,6,0,0.8,4,Chemical,Male,Tier-2,0,0.0
9.46,64.9,74.7,0,0,7,3,6,1,3.1,5,Information Technology,Male,Tier-2,1,20.3
8.85,54.7,68.1,0,1,12,8,5,1,2.0,2,Chemical,Female,Tier-3,1,9.35
8.85,78.7,80.7,1,1,13,7,4,6,0.0,4,Electronics,Female,Tier-3,0,0.0
8.91,82.6,52.7,0,0,3,1,2,1,0.3,7,Electrical,Male,Tier-3,0,0.0
8.61,98.4,52.7,2,1,8,10,3,6,0.4,5,Electronics,Female,Tier-3,1,12.04
7.8,99.0,73.3,0,1,3,10,4,6,0.7,8,Civil,Male,Tier-3,0,0.0
8.41,74.7,62.9,0,1,14,8,3,1,1.3,2,Mechanical,Male,Tier-2,0,0.0
8.69,88.9,67.1,0,2,4,0,2,4,1.1,1,Chemical,Male,Tier-2,0,0.0
7.2,81.8,87.2,0,1,10,5,1,6,4.4,1,Mechanical,Male,Tier-3,0,0.0
9.17,78.0,81.8,0,0,10,2,4,2,2.6,1,Computer Science,Male,Tier-3,0,0.0
8.22,77.6,74.0,0,2,6,0,1,1,0.2,3,Electronics,Male,Tier-3,1,11.98
6.75,76.3,76.1,0,1,6,7,1,4,2.0,8,Computer Science,Female,Tier-3,0,0.0
8.67,76.8,69.5,0,1,2,5,1,3,1.9,1,Information Technology,Male,Tier-3,1,14.35
8.58,97.9,86.0,0,1,2,3,1,6,0.9,2,Civil,Male,Tier-3,0,0.0
7.78,80.6,85.3,0,0,3,2,7,1,0.4,2,Computer Science,Male,Tier-3,1,14.48
7.89,98.9,87.9,0,0,3,9,6,0,0.2,6,Mechanical,Male,Tier-2,0,0.0
7.34,67.2,87.3,0,1,4,1,8,4,0.2,1,Mechanical,Female,Tier-2,0,0.0
8.11,44.0,75.7,0,0,4,4,2,0,0.4,6,Electrical,Male,Tier-1,1,12.79
7.36,72.4,65.9,2,2,4,7,0,2,0.7,1,Mechanical,Male,Tier-3,0,0.0
8.18,68.0,72.8,1,0,10,7,5,3,0.9,4,Information Technology,Male,Tier-3,1,14.27
7.98,60.1,76.5,0,1,10,2,8,0,0.4,5,Civil,Male,Tier-3,0,0.0
7.36,93.6,66.2,0,1,11,8,0,6,0.4,1,Mechanical,Male,Tier-1,1,15.45
9.65,62.0,96.2,0,1,3,9,0,1,0.0,4,Electronics,Female,Tier-1,1,20.48
8.1,85.0,96.3,0,1,1,4,3,4,0.0,2,Computer Science,Male,Tier-1,1,23.1
9.77,99.0,73.4,2,1,9,6,0,6,2.4,1,Electronics,Female,Tier-3,1,14.77
8.14,64.2,88.4,0,0,14,10,8,3,0.0,4,Electrical,Female,Tier-3,0,0.0
9.44,75.2,82.3,0,0,2,8,5,4,0.0,7,Electronics,Female,Tier-2,1,15.88
9.42,94.2,68.5,0,2,14,6,4,6,0.2,4,Mechanical,Male,Tier-2,1,15.64
9.6,73.0,80.4,0,2,3,9,4,5,1.4,7,Electrical,Female,Tier-1,1,18.63
9.09,82.0,64.9,0,0,2,2,1,6,1.1,8,Electronics,Male,Tier-3,0,0.0
8.32,85.7,63.6,0,0,6,1,2,3,1.0,5,Computer Science,Female,Tier-3,0,0.0
9.26,80.1,81.2,0,0,6,6,6,5,0.9,2,Computer Science,Female,Tier-2,1,20.72
9.51,72.6,81.4,0,3,13,9,3,0,0.2,5,Civil,Male,Tier-3,0,0.0
8.38,68.6,99.0,0,0,1,7,5,2,0.5,5,Computer Science,Male,Tier-2,1,18.91
8.57,64.9,73.0,0,0,4,3,7,5,0.7,7,Chemical,Female,Tier-3,0,0.0
7.8,85.2,68.1,0,0,10,0,0,4,0.9,6,Computer Science,Male,Tier-1,1,24.03
9.54,70.1,87.0,0,1,15,5,5,1,0.2,6,Civil,Female,Tier-2,1,13.2
6.81,92.4,74.7,0,2,5,8,0,4,1.3,5,Electrical,Male,Tier-3,0,0.0
8.58,97.1,66.6,0,0,12,3,7,5,0.4,8,Information Technology,Female,Tier-2,1,20.15
7.75,64.1,67.4,0,0,6,2,3,2,1.1,8,Electronics,Male,Tier-1,0,0.0
8.91,86.9,72.7,0,1,5,5,4,5,0.7,2,Chemical,Female,Tier-1,0,0.0
8.34,99.0,88.7,0,0,15,5,1,0,0.9,1,Chemical,Female,Tier-3,0,0.0
8.03,67.7,80.6,0,0,3,3,2,1,0.5,5,Electrical,Female,Tier-3,0,0.0
8.39,92.4,64.2,0,2,3,6,6,1,0.6,3,Information Technology,Male,Tier-1,1,24.55
8.38,84.7,98.9,0,2,3,10,6,6,2.0,2,Computer Science,Male,Tier-3,1,18.6
9.2,89.5,63.2,0,3,6,1,7,0,0.6,4,Computer Science,Female,Tier-3,1,17.44
9.02,68.9,65.4,0,1,4,0,2,4,1.6,4,Computer Science,Female,Tier-2,1,20.91
9.62,99.0,90.2,0,0,4,10,1,1,0.5,2,Mechanical,Female,Tier-3,0,0.0
8.11,70.0,94.5,1,1,3,5,1,4,1.2,7,Civil,Male,Tier-1,1,14.31
8.8,85.7,79.6,0,0,14,2,5,4,0.3,4,Computer Science,Female,Tier-2,1,19.91
9.05,77.2,58.2,0,0,4,2,1,0,2.5,2,Electrical,Female,Tier-1,1,15.18
7.96,84.4,76.3,0,0,8,0,3,2,3.4,1,Mechanical,Female,Tier-3,0,0.0
9.78,66.2,57.2,0,3,3,1,8,6,2.3,6,Electronics,Male,Tier-3,0,0.0
8.82,63.3,99.0,0,1,10,2,2,2,0.4,6,Chemical,Male,Tier-2,0,0.0
9.42,81.4,78.7,0,0,3,0,0,4,0.3,2,Information Technology,Male,Tier-3,0,0.0
8.73,73.6,85.4,0,0,6,7,1,6,0.2,1,Computer Science,Female,Tier-3,0,0.0
6.71,73.2,70.2,0,2,1,5,6,0,2.1,2,Information Technology,Female,Tier-2,1,17.06
9.6,84.5,98.5,0,2,10,8,8,2,0.1,5,Electronics,Female,Tier-3,1,14.81
8.33,60.1,68.5,0,1,6,0,8,5,1.0,8,Information Technology,Female,Tier-2,1,20.47
9.7,92.5,63.8,0,0,15,10,3,4,0.4,3,Civil,Male,Tier-3,0,0.0
8.71,79.4,79.0,0,1,11,3,7,1,0.2,1,Electrical,Male,Tier-3,1,9.52
9.54,87.2,86.4,0,1,9,3,0,1,0.2,3,Chemical,Female,Tier-2,0,0.0
9.96,84.3,99.0,0,3,3,4,5,5,2.0,7,Civil,Male,Tier-2,1,15.37
8.39,85.0,96.0,0,0,2,10,7,3,2.0,4,Electronics,Female,Tier-2,0,0.0
8.63,63.6,90.5,0,1,3,1,1,3,0.3,1,Mechanical,Male,Tier-2,0,0.0
8.99,92.0,66.1,0,0,12,0,7,3,0.0,4,Computer Science,Male,Tier-2,1,20.23
8.78,81.3,65.8,0,1,3,8,3,2,2.0,5,Information Technology,Male,Tier-1,1,25.01
7.72,72.3,63.6,1,0,2,4,1,6,0.1,7,Chemical,Male,Tier-2,0,0.0
8.97,76.5,73.0,3,2,13,7,3,5,0.1,7,Information Technology,Female,Tier-2,1,20.53
8.77,82.3,50.1,0,0,11,2,7,1,1.7,6,Electronics,Male,Tier-3,0,0.0
8.98,80.2,92.8,0,1,4,3,3,1,1.7,5,Information Technology,Male,Tier-2,1,18.87
